season,week,player_id,player_display_name,position,team,opponent,is_bye,matchup_factor,weekly_points_pred,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,sim_bust_prob,sim_boom_prob,scoring,locked_at,source_note,source_board
2026,3,00-0036442,Joe Burrow,QB,CIN,PIT,False,1.15,17.62,8.28,12.33,18.08,24.24,29.37,0.02,0.44,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0038542,Bijan Robinson,RB,ATL,GB,False,0.97,17.5,11.24,13.6,15.98,20.45,26.35,0.0,0.46,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0023459,Aaron Rodgers,QB,PIT,CIN,False,1.13,17.27,7.75,12.09,17.69,23.91,29.19,0.02,0.42,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0036264,Jordan Love,QB,GB,ATL,False,1.0,17.07,7.54,11.81,17.27,23.47,28.85,0.02,0.4,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0037834,Brock Purdy,QB,SF,ARI,False,1.04,16.77,7.36,11.3,17.02,23.43,28.66,0.02,0.39,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0039732,Bo Nix,QB,DEN,LA,False,0.93,16.61,6.93,11.09,17.03,22.99,28.44,0.03,0.39,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0034857,Josh Allen,QB,BUF,LAC,False,0.77,16.44,7.18,11.28,17.0,23.0,28.3,0.03,0.38,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0036971,Trevor Lawrence,QB,JAX,NE,False,0.9,16.32,6.91,11.2,16.74,22.65,28.24,0.03,0.37,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0036358,CeeDee Lamb,WR,DAL,BAL,False,1.17,16.31,10.05,12.47,15.01,18.73,24.07,0.0,0.47,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0038543,Jaxon Smith-Njigba,WR,SEA,WAS,False,1.14,16.09,9.86,12.28,14.77,18.68,23.95,0.0,0.44,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0039163,C.J. Stroud,QB,HOU,IND,False,1.04,16.03,6.74,10.82,16.3,22.54,27.8,0.03,0.36,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0026498,Matthew Stafford,QB,LA,DEN,False,0.87,15.89,6.64,10.61,16.25,22.28,28.05,0.03,0.36,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0036223,Jonathan Taylor,RB,IND,HOU,False,0.9,15.71,9.49,11.94,14.33,18.78,24.81,0.01,0.35,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0036554,Nico Collins,WR,HOU,IND,False,1.16,15.56,9.35,11.69,14.17,17.99,23.41,0.0,0.39,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0039918,Caleb Williams,QB,CHI,PHI,False,0.89,15.44,6.0,10.01,15.69,21.76,27.25,0.04,0.33,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0032764,Derrick Henry,RB,BAL,DAL,False,1.13,15.35,9.08,11.54,13.96,18.29,24.29,0.01,0.33,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0039064,Zay Flowers,WR,BAL,DAL,False,1.32,14.94,8.62,11.07,13.57,17.15,22.51,0.0,0.35,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0041027,Jeremiyah Love,RB,ARI,SF,False,1.05,14.85,8.41,10.97,13.47,17.89,23.71,0.01,0.31,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0036355,Justin Herbert,QB,LAC,BUF,False,0.8,14.82,5.34,9.44,15.21,21.39,26.74,0.05,0.31,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0039337,Malik Nabers,WR,NYG,TEN,False,1.17,14.8,8.6,10.91,13.42,17.07,22.44,0.01,0.34,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0036963,Amon-Ra St. Brown,WR,DET,NYJ,False,0.99,14.74,8.5,10.85,13.33,17.14,22.62,0.0,0.34,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0040676,Cam Ward,QB,TEN,NYG,False,1.12,14.56,5.15,9.31,14.98,21.11,26.4,0.05,0.31,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0037247,George Pickens,WR,DAL,BAL,False,1.17,14.34,8.09,10.5,13.0,16.71,21.92,0.01,0.31,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0034844,Saquon Barkley,RB,PHI,CHI,False,0.97,14.14,7.98,10.41,12.83,17.28,23.19,0.01,0.28,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0036410,Tee Higgins,WR,CIN,PIT,False,1.15,14.07,7.85,10.17,12.68,16.4,21.69,0.01,0.3,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0033119,Jacoby Brissett,QB,ARI,SF,False,1.05,14.07,4.59,8.64,14.29,20.58,25.96,0.06,0.28,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
2026,3,00-0037228,Jaylen Warren,RB,PIT,CIN,False,1.31,13.79,7.63,10.01,12.4,17.01,22.92,0.01,0.27,half_ppr,2026-09-22 13:17,"Pre-kickoff snapshot locked 2026-09-22 (all Week 3 games 9/24-9/28, none yet played). Live data refreshed same day (Sleeper live API blocked by sandbox proxy 403, fell back to committed snapshot - see data/fallback/README). Manual weekly-out overrides applied for confirmed Week 3 absences: Jayden Daniels (WAS QB, elbow, Mariota starting), David Njoku and Charlie Kolar (both LAC TE, placed on IR after Week 2, min 4 games) - all via multi-source web confirmation (ESPN/CBS/NFL.com/Chargers.com), not yet reflected in Sleeper's live feed.",/home/user/ffcc/output/draft_rankings/draft_rankings_2026_half_ppr.csv
